school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,G1,G2,G3
GP,F,17,U,GT3,T,5-9 grado,4 grado,health,other,reputation,mother,de quince min. a treinta min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,yes,Muy Buena,Bajo,Bajo,Muy Bajo,Muy Bajo,Muy Malo,Muy Bueno,Muy Bueno,Sobresaliente
GP,F,17,U,GT3,T,secundaria,secundaria,services,other,course,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,yes,excelente,Muy Alto,Muy Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Bueno,Bueno,Bueno
GP,F,17,U,GT3,T,secundaria,secundaria,services,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,Buena,Normal,Normal,Muy Bajo,Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
GP,F,19,U,LE3,A,secundaria,secundaria,home,other,home,other,menos de quince min.,menos de dos horas,1,no,no,no,no,yes,no,yes,no,excelente,Bajo,Bajo,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Regular,Regular
GP,F,17,U,GT3,T,secundaria,secundaria,other,at_home,home,mother,de quince min. a treinta min.,de dos a cinco horas,1,no,yes,yes,no,yes,yes,yes,yes,Muy Buena,Normal,Normal,Muy Bajo,Normal,Muy Bueno,Bueno,Bueno,Bueno
GP,F,21,U,LE3,T,5-9 grado,5-9 grado,other,other,reputation,other,de quince min. a treinta min.,de dos a cinco horas,2,no,no,yes,yes,yes,yes,yes,no,excelente,Alto,Normal,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
GP,M,18,U,LE3,T,secundaria,secundaria,services,services,reputation,mother,menos de quince min.,de cinco a diez horas,0,no,yes,no,yes,no,no,yes,no,Muy Buena,Muy Alto,Bajo,Muy Bajo,Muy Bajo,Normal,Bueno,Muy Bueno,Muy Bueno
GP,M,18,U,LE3,A,secundaria,5-9 grado,other,other,reputation,other,menos de quince min.,menos de dos horas,0,no,no,no,yes,yes,yes,yes,yes,Muy Buena,Alto,Alto,Muy Bajo,Bajo,Malo,Bueno,Bueno,Bueno
GP,F,17,U,GT3,T,secundaria,secundaria,services,services,reputation,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,no,Buena,Bajo,Normal,Muy Bajo,Bajo,Malo,Regular,Bueno,Bueno
GP,M,17,U,LE3,A,5-9 grado,5-9 grado,health,other,reputation,mother,menos de quince min.,menos de dos horas,0,no,yes,no,no,yes,yes,yes,no,excelente,Normal,Bajo,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,LE3,T,secundaria,5-9 grado,teacher,other,course,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Muy Alto,Muy Alto,Bajo,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,21,R,LE3,T,secundaria,secundaria,home,other,course,other,menos de quince min.,de dos a cinco horas,2,no,yes,no,yes,yes,no,yes,yes,Buena,Muy Bajo,Normal,Muy Bajo,Normal,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,20,R,GT3,T,secundaria,secundaria,other,other,reputation,other,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,yes,yes,yes,Muy Buena,Alto,Muy Bajo,Muy Bajo,Muy Bajo,Muy Malo,Regular,Bueno,Bueno
GP,F,19,U,GT3,T,5-9 grado,5-9 grado,teacher,other,home,other,menos de quince min.,de dos a cinco horas,1,no,yes,no,no,yes,yes,yes,yes,excelente,Alto,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Regular,Bueno,Bueno
GP,M,17,U,LE3,A,5-9 grado,5-9 grado,other,other,reputation,mother,de treinta min. a una hora,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Muy Alto,Muy Bajo,Muy Bajo,Normal,Muy Bueno,Bueno,Bueno,Muy Bueno
GP,F,18,U,GT3,T,secundaria,secundaria,home,other,reputation,father,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,yes,excelente,Alto,Alto,Bajo,Alto,Muy Bueno,Regular,Regular,Regular
GP,M,18,R,GT3,T,secundaria,5-9 grado,other,services,reputation,father,de quince min. a treinta min.,menos de dos horas,0,no,no,no,no,yes,yes,yes,no,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,M,19,U,GT3,T,secundaria,secundaria,other,other,reputation,mother,menos de quince min.,menos de dos horas,0,no,no,no,no,yes,yes,yes,no,Muy Mala,Bajo,Bajo,Muy Bajo,Normal,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
GP,F,18,U,LE3,A,5-9 grado,5-9 grado,services,other,reputation,mother,menos de quince min.,de cinco a diez horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Bajo,Bajo,Muy Bajo,Bajo,Muy Bueno,Regular,Regular,Insuficiente
GP,F,20,U,GT3,T,secundaria,5-9 grado,other,other,reputation,mother,de quince min. a treinta min.,de cinco a diez horas,1,yes,no,no,no,yes,yes,yes,yes,Mala,Bajo,Alto,Bajo,Alto,Muy Malo,Bueno,Muy Bueno,Bueno
GP,F,18,U,GT3,T,5-9 grado,5-9 grado,services,other,home,mother,menos de quince min.,de cinco a diez horas,0,no,yes,no,yes,no,yes,yes,yes,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,16,U,GT3,T,secundaria,secundaria,home,other,other,father,menos de quince min.,menos de dos horas,0,no,yes,no,no,yes,no,yes,yes,Muy Buena,Alto,Muy Alto,Muy Alto,Muy Alto,Muy Bueno,Insuficiente,Regular,Insuficiente
MS,F,16,R,GT3,T,secundaria,5-9 grado,other,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Alto,Bajo,Normal,Alto,Muy Bueno,Insuficiente,Insuficiente,Regular
MS,F,15,R,GT3,T,secundaria,secundaria,home,services,other,mother,menos de quince min.,menos de dos horas,1,no,yes,no,no,yes,yes,no,yes,Muy Buena,Normal,Muy Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
MS,F,15,R,GT3,T,5-9 grado,5-9 grado,home,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Muy Alto,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
MS,F,16,R,GT3,T,secundaria,5-9 grado,home,services,course,mother,menos de quince min.,menos de dos horas,0,no,no,no,no,yes,yes,no,no,excelente,Normal,Bajo,Muy Bajo,Muy Bajo,Malo,Insuficiente,Insuficiente,Regular
MS,F,15,R,LE3,T,secundaria,5-9 grado,home,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,no,no,no,excelente,Alto,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Regular,Bueno,Bueno
MS,M,16,R,LE3,A,5-9 grado,5-9 grado,home,other,home,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,no,no,Buena,Muy Alto,Muy Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,M,16,U,GT3,A,4 grado,secundaria,other,other,other,mother,menos de quince min.,de dos a cinco horas,0,yes,no,no,no,yes,yes,yes,no,excelente,Alto,Normal,Muy Bajo,Muy Bajo,Bueno,Bueno,Muy Bueno,Muy Bueno
MS,F,17,R,GT3,T,4 grado,secundaria,home,other,course,father,menos de quince min.,mas de diez horas,1,no,no,no,no,yes,yes,no,yes,Mala,Alto,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Bueno,Muy Bueno,Bueno
MS,F,17,R,GT3,T,4 grado,secundaria,other,other,other,father,mas de una hora,de dos a cinco horas,1,no,yes,no,no,no,no,yes,no,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Regular,Regular,Insuficiente
MS,F,15,R,GT3,T,5-9 grado,5-9 grado,teacher,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,yes,yes,yes,Muy Buena,Normal,Muy Bajo,Muy Bajo,Muy Bajo,Malo,Bueno,Regular,Regular
MS,F,16,U,LE3,A,4 grado,superior,home,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,no,no,yes,no,no,no,yes,Buena,Normal,Normal,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
MS,F,15,R,LE3,T,4 grado,superior,home,services,reputation,father,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,no,excelente,Alto,Normal,Bajo,Alto,Muy Bueno,Regular,Regular,Regular
MS,F,15,R,LE3,T,4 grado,superior,other,services,course,mother,menos de quince min.,menos de dos horas,1,no,yes,no,no,yes,yes,yes,yes,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Sobresaliente,Muy Bueno,Muy Bueno
MS,F,16,R,GT3,T,4 grado,superior,other,other,other,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,no,no,excelente,Alto,Muy Bajo,Muy Bajo,Muy Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
MS,F,17,R,GT3,T,4 grado,superior,other,other,course,mother,menos de quince min.,menos de dos horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Normal,Normal,Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,15,R,GT3,T,4 grado,5-9 grado,other,services,course,father,de quince min. a treinta min.,de dos a cinco horas,0,no,no,no,no,no,yes,yes,no,excelente,Bajo,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,M,16,U,GT3,T,4 grado,5-9 grado,home,services,home,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,no,yes,Mala,Normal,Muy Alto,Muy Bajo,Alto,Normal,Insuficiente,Regular,Insuficiente
MS,M,17,U,GT3,T,4 grado,5-9 grado,other,other,home,mother,menos de quince min.,de dos a cinco horas,0,no,no,yes,no,no,yes,yes,no,Muy Buena,Bajo,Bajo,Muy Bajo,Muy Bajo,Malo,Sobresaliente,Sobresaliente,Sobresaliente
MS,M,15,R,LE3,T,5-9 grado,4 grado,health,services,reputation,father,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Buena,Normal,Normal,Bajo,Bajo,Muy Bueno,Bueno,Bueno,Bueno
MS,M,15,R,LE3,T,5-9 grado,4 grado,health,services,reputation,father,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Buena,Alto,Alto,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
MS,M,16,R,GT3,T,4 grado,secundaria,other,health,other,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,no,yes,no,no,Muy Buena,Normal,Normal,Bajo,Normal,Bueno,Regular,Regular,Regular
MS,M,15,R,GT3,T,4 grado,secundaria,other,other,course,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,no,yes,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Regular,Regular
MS,M,15,U,LE3,T,4 grado,secundaria,home,at_home,reputation,father,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Muy Alto,Muy Alto,Normal,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,M,17,R,GT3,T,4 grado,secundaria,other,other,other,mother,menos de quince min.,de cinco a diez horas,0,no,no,no,yes,yes,no,no,yes,Buena,Normal,Alto,Bajo,Normal,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,16,R,GT3,T,5-9 grado,5-9 grado,teacher,teacher,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,yes,yes,yes,yes,yes,excelente,Normal,Alto,Alto,Alto,Muy Malo,Insuficiente,Regular,Regular
MS,F,15,R,GT3,T,4 grado,superior,other,services,course,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,yes,no,no,excelente,Normal,Alto,Muy Bajo,Muy Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
MS,F,16,R,GT3,T,5-9 grado,superior,other,services,course,mother,menos de quince min.,mas de diez horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Malo,Bueno,Bueno,Bueno
MS,M,16,R,GT3,T,5-9 grado,superior,other,other,course,father,menos de quince min.,mas de diez horas,0,no,no,no,no,yes,yes,no,no,Buena,Bajo,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Bueno,Bueno,Bueno
MS,F,16,R,GT3,T,4 grado,superior,other,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,16,U,GT3,T,4 grado,superior,other,services,course,mother,menos de quince min.,mas de diez horas,1,no,yes,no,no,yes,yes,no,no,Muy Buena,Bajo,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
MS,F,16,U,GT3,T,5-9 grado,superior,other,services,course,mother,de quince min. a treinta min.,mas de diez horas,1,no,yes,no,no,yes,yes,no,no,Mala,Alto,Alto,Bajo,Normal,Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,15,U,GT3,T,5-9 grado,superior,home,other,home,mother,de treinta min. a una hora,mas de diez horas,0,yes,yes,no,no,no,yes,yes,no,excelente,Muy Alto,Muy Alto,Muy Alto,Muy Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,16,U,GT3,T,5-9 grado,superior,home,other,course,father,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,no,no,yes,no,yes,Muy Buena,Alto,Normal,Muy Bajo,Muy Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
MS,M,17,R,LE3,T,5-9 grado,superior,home,services,reputation,mother,menos de quince min.,menos de dos horas,0,no,yes,no,yes,yes,yes,yes,no,Buena,Alto,Alto,Bajo,Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,16,R,GT3,T,5-9 grado,superior,other,other,home,father,de treinta min. a una hora,de dos a cinco horas,0,no,yes,no,no,no,yes,yes,no,Muy Buena,Alto,Alto,Bajo,Alto,Malo,Insuficiente,Insuficiente,Insuficiente
MS,F,16,R,GT3,T,5-9 grado,superior,home,other,other,father,de quince min. a treinta min.,de dos a cinco horas,0,yes,yes,no,no,yes,yes,no,no,excelente,Alto,Normal,Muy Bajo,Bajo,Muy Malo,Muy Bueno,Bueno,Bueno
MS,F,15,R,GT3,T,5-9 grado,superior,home,other,home,father,menos de quince min.,mas de diez horas,0,no,yes,no,yes,yes,yes,yes,no,Muy Mala,Normal,Normal,Muy Alto,Muy Alto,Normal,Regular,Regular,Regular
MS,F,16,R,GT3,T,secundaria,secundaria,home,other,other,mother,de quince min. a treinta min.,mas de diez horas,0,no,no,no,yes,yes,yes,yes,yes,Muy Buena,Normal,Normal,Muy Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,15,R,GT3,T,secundaria,secundaria,home,at_home,course,father,de quince min. a treinta min.,menos de dos horas,0,no,yes,no,no,yes,yes,no,no,Muy Buena,Muy Bajo,Normal,Muy Bajo,Normal,Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,15,R,LE3,T,secundaria,secundaria,other,other,other,father,de quince min. a treinta min.,de dos a cinco horas,0,yes,yes,no,no,yes,yes,no,no,Muy Buena,Alto,Bajo,Bajo,Normal,Normal,Muy Bueno,Muy Bueno,Muy Bueno
MS,M,16,R,GT3,T,secundaria,secundaria,home,other,other,father,de quince min. a treinta min.,menos de dos horas,0,no,no,no,yes,yes,yes,no,no,Muy Buena,Normal,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Regular,Bueno,Bueno
MS,F,18,U,GT3,T,secundaria,secundaria,other,other,course,father,de treinta min. a una hora,de cinco a diez horas,1,no,yes,no,yes,yes,yes,yes,yes,Buena,Normal,Normal,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
MS,M,15,U,GT3,T,5-9 grado,superior,other,services,home,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,no,no,Buena,Normal,Alto,Bajo,Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,16,R,GT3,T,5-9 grado,superior,other,services,course,father,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Normal,Bajo,Bajo,Bajo,Muy Bueno,Regular,Regular,Bueno
MS,M,15,U,GT3,T,5-9 grado,superior,health,other,reputation,mother,menos de quince min.,de dos a cinco horas,0,no,no,no,no,yes,yes,no,no,Muy Buena,Normal,Normal,Bajo,Alto,Muy Bueno,Insuficiente,Regular,Insuficiente
MS,M,16,U,GT3,T,5-9 grado,5-9 grado,other,teacher,course,father,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,no,yes,Muy Buena,Normal,Normal,Bajo,Normal,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,15,R,GT3,T,secundaria,secundaria,services,other,reputation,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,yes,Buena,Alto,Normal,Muy Bajo,Muy Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
MS,F,16,R,GT3,T,5-9 grado,5-9 grado,home,other,course,mother,de quince min. a treinta min.,de cinco a diez horas,1,no,yes,no,yes,no,yes,no,no,excelente,Bajo,Normal,Muy Bajo,Normal,Normal,Insuficiente,Insuficiente,Insuficiente
MS,F,16,R,LE3,T,5-9 grado,5-9 grado,other,other,home,father,de treinta min. a una hora,de dos a cinco horas,0,no,yes,no,yes,yes,yes,no,yes,Muy Buena,Muy Alto,Muy Bajo,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
MS,M,16,U,LE3,T,5-9 grado,5-9 grado,home,services,course,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,Mala,Alto,Normal,Muy Bajo,Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
MS,M,15,R,LE3,T,5-9 grado,5-9 grado,home,other,reputation,father,de treinta min. a una hora,de cinco a diez horas,0,no,yes,no,yes,yes,yes,yes,no,Buena,Bajo,Bajo,Muy Bajo,Normal,Normal,Insuficiente,Regular,Regular
MS,F,15,U,GT3,T,5-9 grado,5-9 grado,other,services,course,mother,de quince min. a treinta min.,menos de dos horas,0,no,yes,no,yes,yes,yes,no,no,excelente,Normal,Bajo,Muy Bajo,Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,16,R,LE3,T,secundaria,secundaria,other,other,home,mother,de treinta min. a una hora,de dos a cinco horas,0,no,yes,no,no,yes,yes,yes,yes,Muy Buena,Alto,Alto,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,M,15,U,GT3,T,5-9 grado,secundaria,services,services,course,father,menos de quince min.,de dos a cinco horas,0,no,yes,no,yes,no,yes,yes,no,excelente,Normal,Normal,Muy Bajo,Normal,Bueno,Bueno,Bueno,Bueno
MS,F,16,R,GT3,T,5-9 grado,secundaria,home,other,course,father,menos de quince min.,mas de diez horas,3,yes,yes,no,no,yes,yes,no,no,Muy Buena,Normal,Bajo,Bajo,Normal,Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,17,U,GT3,T,5-9 grado,secundaria,other,at_home,course,mother,de quince min. a treinta min.,mas de diez horas,0,no,yes,no,yes,yes,no,no,no,Muy Buena,Alto,Alto,Bajo,Normal,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,19,U,GT3,T,5-9 grado,secundaria,home,services,course,other,mas de una hora,menos de dos horas,1,no,no,no,no,yes,no,yes,yes,Muy Buena,Normal,Alto,Muy Bajo,Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
MS,F,17,R,GT3,T,5-9 grado,secundaria,home,other,course,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,yes,yes,no,no,yes,excelente,Normal,Normal,Muy Bajo,Normal,Muy Malo,Regular,Bueno,Bueno
MS,F,15,R,LE3,T,5-9 grado,secundaria,home,other,course,mother,menos de quince min.,menos de dos horas,0,no,yes,no,no,yes,no,no,yes,Muy Buena,Alto,Bajo,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
MS,F,16,R,GT3,T,5-9 grado,secundaria,other,other,course,father,menos de quince min.,de cinco a diez horas,0,no,yes,no,no,yes,no,yes,no,Muy Buena,Muy Bajo,Normal,Normal,Muy Alto,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,16,U,LE3,A,superior,secundaria,other,other,home,mother,menos de quince min.,menos de dos horas,0,no,yes,no,no,yes,no,no,no,Muy Buena,Normal,Normal,Muy Bajo,Normal,Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,17,R,GT3,T,superior,secundaria,home,other,course,mother,menos de quince min.,de cinco a diez horas,0,no,yes,no,no,yes,yes,yes,no,Muy Buena,Muy Alto,Muy Alto,Muy Bajo,Normal,Muy Malo,Muy Bueno,Muy Bueno,Muy Bueno
MS,F,16,U,GT3,T,superior,secundaria,other,services,course,father,de quince min. a treinta min.,menos de dos horas,1,no,yes,yes,yes,no,yes,yes,no,Buena,Normal,Normal,Bajo,Normal,Malo,Insuficiente,Insuficiente,Insuficiente
MS,F,18,R,LE3,A,superior,secundaria,other,other,course,other,de quince min. a treinta min.,de dos a cinco horas,2,no,yes,no,no,no,no,no,yes,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
MS,F,19,U,GT3,T,5-9 grado,superior,home,services,course,mother,de quince min. a treinta min.,de dos a cinco horas,1,no,no,no,yes,yes,no,no,yes,Muy Buena,Normal,Alto,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Regular,Bueno
MS,M,18,R,GT3,T,5-9 grado,superior,other,other,home,mother,de quince min. a treinta min.,mas de diez horas,1,no,no,no,yes,yes,no,yes,no,Buena,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Muy Malo,Insuficiente,Insuficiente,Insuficiente
MS,F,18,R,GT3,T,5-9 grado,superior,home,at_home,course,mother,de quince min. a treinta min.,mas de diez horas,1,no,no,no,no,no,no,yes,yes,Buena,Normal,Normal,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Bueno,Bueno
MS,F,19,U,GT3,T,5-9 grado,superior,other,other,course,other,de treinta min. a una hora,de cinco a diez horas,1,no,yes,no,no,yes,yes,yes,yes,Muy Buena,Normal,Muy Alto,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,16,R,GT3,A,5-9 grado,superior,health,other,course,mother,menos de quince min.,mas de diez horas,0,no,no,no,no,no,yes,no,yes,excelente,Normal,Alto,Muy Bajo,Bajo,Muy Malo,Insuficiente,Bueno,Bueno
MS,F,17,U,GT3,T,5-9 grado,superior,other,at_home,course,father,menos de quince min.,de cinco a diez horas,0,no,no,no,yes,no,yes,no,no,excelente,Normal,Muy Alto,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
MS,F,16,R,LE3,T,5-9 grado,superior,home,other,course,mother,de quince min. a treinta min.,menos de dos horas,0,no,no,no,yes,yes,no,yes,no,Muy Buena,Muy Alto,Muy Alto,Muy Alto,Muy Alto,Bueno,Insuficiente,Insuficiente,Insuficiente
MS,F,16,U,GT3,T,5-9 grado,superior,other,other,reputation,mother,menos de quince min.,de cinco a diez horas,0,no,no,no,yes,yes,no,yes,yes,Muy Buena,Alto,Normal,Muy Bajo,Muy Bajo,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
MS,F,16,R,LE3,T,secundaria,secundaria,services,services,home,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,yes,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Regular,Bueno
MS,M,17,U,GT3,T,secundaria,secundaria,services,at_home,course,mother,menos de quince min.,menos de dos horas,1,no,yes,yes,yes,yes,yes,no,no,Muy Buena,Normal,Muy Alto,Muy Bajo,Muy Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
MS,F,16,U,GT3,T,secundaria,secundaria,other,services,course,mother,de treinta min. a una hora,de dos a cinco horas,0,no,yes,no,yes,yes,yes,yes,no,excelente,Alto,Alto,Muy Bajo,Muy Bajo,Muy Malo,Muy Bueno,Muy Bueno,Muy Bueno
MS,F,16,U,GT3,T,secundaria,secundaria,services,other,course,mother,menos de quince min.,de dos a cinco horas,0,no,yes,yes,yes,yes,yes,no,yes,Muy Buena,Normal,Normal,Muy Bajo,Muy Bajo,Bueno,Insuficiente,Insuficiente,Insuficiente
MS,M,17,U,GT3,T,secundaria,secundaria,other,other,course,father,menos de quince min.,de dos a cinco horas,1,no,yes,no,yes,yes,no,yes,yes,excelente,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Normal,Insuficiente,Insuficiente,Insuficiente
MS,M,16,U,LE3,T,5-9 grado,4 grado,other,other,course,father,menos de quince min.,menos de dos horas,0,no,no,no,yes,yes,yes,yes,no,excelente,Normal,Normal,Muy Bajo,Muy Bajo,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
MS,M,17,R,LE3,T,4 grado,secundaria,services,services,other,mother,de quince min. a treinta min.,de dos a cinco horas,1,no,yes,no,no,yes,yes,no,no,Muy Mala,Normal,Muy Alto,Normal,Muy Alto,Muy Malo,Insuficiente,Regular,Regular
MS,F,16,U,GT3,T,4 grado,secundaria,other,other,course,other,menos de quince min.,menos de dos horas,0,yes,yes,no,yes,yes,yes,yes,no,excelente,Alto,Muy Alto,Muy Bajo,Muy Bajo,Bueno,Bueno,Bueno,Muy Bueno
MS,F,19,U,LE3,T,4 grado,secundaria,other,other,home,mother,de quince min. a treinta min.,de dos a cinco horas,0,no,no,no,no,yes,yes,yes,yes,excelente,Muy Alto,Normal,Muy Bajo,Muy Bajo,Bueno,Muy Bueno,Sobresaliente,Sobresaliente
MS,F,17,R,GT3,T,5-9 grado,secundaria,home,other,reputation,mother,de quince min. a treinta min.,mas de diez horas,0,no,yes,no,yes,no,yes,yes,yes,Muy Buena,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Malo,Insuficiente,Insuficiente,Insuficiente
MS,F,20,U,GT3,T,5-9 grado,superior,home,services,other,mother,de quince min. a treinta min.,de dos a cinco horas,1,no,no,no,yes,yes,yes,yes,yes,Buena,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Muy Bueno,Insuficiente,Regular,Regular
MS,F,17,U,LE3,T,5-9 grado,superior,other,services,course,father,de quince min. a treinta min.,menos de dos horas,0,no,yes,no,no,yes,yes,no,yes,Buena,Muy Alto,Bajo,Muy Bajo,Muy Bajo,Normal,Muy Bueno,Sobresaliente,Sobresaliente
